"ep_number","ep_title","restaurant","location","ep_air_date","yelp_string","index","freq_visited"
17,"Hometown Heroes","Rainbow Drive-In","Honolulu, Hawaii",2014-12-25,"Rainbow Drive-In Honolulu Hawaii yelp",816,2
17,"Hometown Heroes","Tommy’s Joynt","San Francisco, California",2014-12-25,"Tommy’s Joynt San Francisco California yelp",817,2
18,"Pork Hall of Fame","Union Wood Shop","Clarkston, Michigan",2014-12-26,"Union Wood Shop Clarkston Michigan yelp",818,1
18,"Pork Hall of Fame","Dough Pizzeria Napoletana","San Antonio, Texas",2014-12-26,"Dough Pizzeria Napoletana San Antonio Texas yelp",819,2
18,"Pork Hall of Fame","Maria’s Taco Express","Austin, Texas",2014-12-26,"Maria’s Taco Express Austin Texas yelp",820,1
18,"Pork Hall of Fame","Bar Gernika","Boise, Idaho",2014-12-26,"Bar Gernika Boise Idaho yelp",821,2
18,"Pork Hall of Fame","Valencia Luncheria","Norwalk, Connecticut",2014-12-26,"Valencia Luncheria Norwalk Connecticut yelp",822,2
18,"Pork Hall of Fame","Santa Cruz Diner","Santa Cruz, California",2014-12-26,"Santa Cruz Diner Santa Cruz California yelp",823,2
18,"Pork Hall of Fame","North End Caffe","Manhattan Beach, California",2014-12-26,"North End Caffe Manhattan Beach California yelp",824,1
18,"Pork Hall of Fame","The Oinkster","Eagle Rock, California",2014-12-26,"The Oinkster Eagle Rock California yelp",825,2
18,"Pork Hall of Fame","Haus Murphy’s","Glendale, Arizona",2014-12-26,"Haus Murphy’s Glendale Arizona yelp",826,2
1,"Fish, Fries and Feet","Flying Mango","Des Moines, Iowa",2015-01-16,"Flying Mango Des Moines Iowa yelp",827,1
1,"Fish, Fries and Feet","Kelsey & Kim’s Southern Cafe","Atlantic City, New Jersey",2015-01-16,"Kelsey & Kim’s Southern Cafe Atlantic City New Jersey yelp",828,2
1,"Fish, Fries and Feet","Kelsey & Kim’s Southern Cafe","Atlantic City, New Jersey",2015-01-16,"Kelsey & Kim’s Southern Cafe Atlantic City New Jersey yelp",829,2
1,"Fish, Fries and Feet","Tacopocalypse","Des Moines, Iowa",2015-01-16,"Tacopocalypse Des Moines Iowa yelp",830,2
2,"Cruisin’ the Italian Countryside","Windows On The World (Ristorante WOW)","Montecatini Terme, Italy",2015-01-23,"Windows On The World (Ristorante WOW) Montecatini Terme Italy yelp",831,1
2,"Cruisin’ the Italian Countryside","Port Ellen Clan","Lucca, Italy",2015-01-23,"Port Ellen Clan Lucca Italy yelp",832,1
2,"Cruisin’ the Italian Countryside","La Taverna dei Miracoli da Mangiafuoco","Toscana, Italy",2015-01-23,"La Taverna dei Miracoli da Mangiafuoco Toscana Italy yelp",833,1
3,"Fillin’ Up in Florence","La Cucina Del Garga","Firenze, Italy",2015-01-30,"La Cucina Del Garga Firenze Italy yelp",834,1
3,"Fillin’ Up in Florence","Il Gusta Pizza","Firenze, Italy",2015-01-30,"Il Gusta Pizza Firenze Italy yelp",835,1
3,"Fillin’ Up in Florence","Fratelli Briganti","Firenze, Italy",2015-01-30,"Fratelli Briganti Firenze Italy yelp",836,1
4,"Arizona All Stars","Tom’s Thumb Fresh Market","Scottsdale, Arizona",2015-02-06,"Tom’s Thumb Fresh Market Scottsdale Arizona yelp",837,1
4,"Arizona All Stars","Andreoli – Italian Grocer","Scottsdale, Arizona",2015-02-06,"Andreoli – Italian Grocer Scottsdale Arizona yelp",838,1
4,"Arizona All Stars","Paradise Valley Burger Company","Phoenix, Arizona",2015-02-06,"Paradise Valley Burger Company Phoenix Arizona yelp",839,1
5,"Roadtrippin’","The Anchorage Tavern","Somers Point, New Jersey",2015-02-27,"The Anchorage Tavern Somers Point New Jersey yelp",840,1
5,"Roadtrippin’","Salty’s BBQ & Catering","Bakersfield, California",2015-02-27,"Salty’s BBQ & Catering Bakersfield California yelp",841,1
5,"Roadtrippin’","Sal’s Gilbert Pizza","Gilbert, Arizona",2015-02-27,"Sal’s Gilbert Pizza Gilbert Arizona yelp",842,1
6,"From Atlantic to Pacific","KC Steakhouse","Bakersfield, California",2015-03-06,"KC Steakhouse Bakersfield California yelp",843,1
6,"From Atlantic to Pacific","Grilled Cheese & Crab Cake Co.","Somers Point, New Jersey",2015-03-06,"Grilled Cheese & Crab Cake Co. Somers Point New Jersey yelp",844,1
6,"From Atlantic to Pacific","Mama Roomba","Bakersfield, California",2015-03-06,"Mama Roomba Bakersfield California yelp",845,1
7,"Globe Tasting","The Wild Thaiger","Phoenix, Arizona",2015-03-13,"The Wild Thaiger Phoenix Arizona yelp",846,1
7,"Globe Tasting","Muertos Kitchen & Lounge","Bakersfield, California",2015-03-13,"Muertos Kitchen & Lounge Bakersfield California yelp",847,1
7,"Globe Tasting","Carluccio’s Coal Fired Pizza","Northfield, New Jersey",2015-03-13,"Carluccio’s Coal Fired Pizza Northfield New Jersey yelp",848,1
8,"Sweet, Savory and Saucy","La Santisima Gourmet Taco Shop","Bakersfield, California",2015-04-17,"La Santisima Gourmet Taco Shop Bakersfield California yelp",849,1
8,"Sweet, Savory and Saucy","Moo Creamery","Bakersfield, California",2015-04-17,"Moo Creamery Bakersfield California yelp",850,1
8,"Sweet, Savory and Saucy","24th Street Cafe","Bakersfield, California",2015-04-17,"24th Street Cafe Bakersfield California yelp",851,1
NA,"Food TruckAPalooza","Tamarindo Truck","Orange County, California",2015-02-22,"Tamarindo Truck Orange County California yelp",852,2
NA,"Food TruckAPalooza","Garbo’s Grill","Key West, Florida",2015-02-22,"Garbo’s Grill Key West Florida yelp",853,2
NA,"Food TruckAPalooza","The Grilled Cheeserie","Nashville, Tennessee",2015-02-22,"The Grilled Cheeserie Nashville Tennessee yelp",854,2
NA,"Food TruckAPalooza","Fresh Local Wild","Vancouver, British Columbia",2015-02-22,"Fresh Local Wild Vancouver British Columbia yelp",855,2
NA,"Food TruckAPalooza","Don Chow Tacos","Los Angeles, California",2015-02-22,"Don Chow Tacos Los Angeles California yelp",856,2
NA,"All Beefed Up","Terry’s Turf Club","Cincinnati, Ohio",2015-03-09,"Terry’s Turf Club Cincinnati Ohio yelp",857,2
NA,"All Beefed Up","Smokin Guns BBQ & Catering","Kansas City, Missouri",2015-03-09,"Smokin Guns BBQ & Catering Kansas City Missouri yelp",858,1
NA,"All Beefed Up","Schellville Grill","Sonoma, California",2015-03-09,"Schellville Grill Sonoma California yelp",859,1
NA,"All Beefed Up","Paul’s Coffee Shop","Fountain Valley, California",2015-03-09,"Paul’s Coffee Shop Fountain Valley California yelp",860,2
1,"A Bowlful of Soup","Mert's Heart & Soul","Charlotte, North Carolina",2015-07-17,"Mert's Heart & Soul Charlotte North Carolina yelp",861,1
1,"A Bowlful of Soup","Crepe Expectations","Las Vegas, Nevada",2015-07-17,"Crepe Expectations Las Vegas Nevada yelp",862,1
1,"A Bowlful of Soup","Tubs Fine Chili","Culver City, California",2015-07-17,"Tubs Fine Chili Culver City California yelp",863,1
2,"Taste of Asia","DAE GEE Korean BBQ","Denver, Colorado",2015-07-24,"DAE GEE Korean BBQ Denver Colorado yelp",864,1
2,"Taste of Asia","Fat Choy","Las Vegas, Nevada",2015-07-24,"Fat Choy Las Vegas Nevada yelp",865,1
2,"Taste of Asia","Osaka Japanese Bistro","Las Vegas, Nevada",2015-07-24,"Osaka Japanese Bistro Las Vegas Nevada yelp",866,1
3,"Best of the Beach","Cafe Brazil","Denver, Colorado",2015-08-03,"Cafe Brazil Denver Colorado yelp",867,1
3,"Best of the Beach","Biju's Little Curry Shop","Denver, Colorado",2015-08-03,"Biju's Little Curry Shop Denver Colorado yelp",868,1
3,"Best of the Beach","Folk Art","Atlanta, Georgia",2015-08-03,"Folk Art Atlanta Georgia yelp",869,1
4,"From Biscuits to Briskets","Fox Bros Bar-B-Q","Atlanta, Georgia",2015-08-07,"Fox Bros Bar-B-Q Atlanta Georgia yelp",870,1
4,"From Biscuits to Briskets","Buttermilk Kitchen","Atlanta, Georgia",2015-08-07,"Buttermilk Kitchen Atlanta Georgia yelp",871,1
4,"From Biscuits to Briskets","Restaurant 415","Fort Collins, Colorado",2015-08-07,"Restaurant 415 Fort Collins Colorado yelp",872,1
5,"Homeland Favorites","Joy Cafe","Atlanta, Georgia",2015-08-28,"Joy Cafe Atlanta Georgia yelp",873,1
5,"Homeland Favorites","Axios Estiatorio","Denver, Colorado",2015-08-28,"Axios Estiatorio Denver Colorado yelp",874,1
5,"Homeland Favorites","Andale Taqueria & Mercado","Richfield, Minnesota",2015-08-28,"Andale Taqueria & Mercado Richfield Minnesota yelp",875,1
6,"Name That Kitchen","The Lodge Sasquatch Kitchen","Fort Collins, Colorado",2015-09-11,"The Lodge Sasquatch Kitchen Fort Collins Colorado yelp",876,1
6,"Name That Kitchen","Dana's Kitchen","Falmouth, Massachusetts",2015-09-11,"Dana's Kitchen Falmouth Massachusetts yelp",877,1
6,"Name That Kitchen","Pickle Jar Kitchen","Falmouth, Massachusetts",2015-09-11,"Pickle Jar Kitchen Falmouth Massachusetts yelp",878,1
7,"East Coast Cruisin","Don Antonio by Starita","New York, New York",2015-09-23,"Don Antonio by Starita New York New York yelp",879,1
7,"East Coast Cruisin","Louis Restaurant","Providence, Rhode Island",2015-09-23,"Louis Restaurant Providence Rhode Island yelp",880,1
7,"East Coast Cruisin","Crazy Burger Cafe & Juice Bar","Narragansett, Rhode Island",2015-09-23,"Crazy Burger Cafe & Juice Bar Narragansett Rhode Island yelp",881,1
7,"East Coast Cruisin","The Dining Car & Market","Philadelphia, Pennsylvania",2015-09-23,"The Dining Car & Market Philadelphia Pennsylvania yelp",882,1
8,"Beef It Up","Driftwood Publick House & Oysteria","Plymouth, Massachusetts",2015-09-18,"Driftwood Publick House & Oysteria Plymouth Massachusetts yelp",883,1
8,"Beef It Up","The General Muir","Atlanta, Georgia",2015-09-18,"The General Muir Atlanta Georgia yelp",884,1
8,"Beef It Up","Buster's on 28th","Minneapolis, Minnesota",2015-09-18,"Buster's on 28th Minneapolis Minnesota yelp",885,1
9,"By Hand and By Fork","Parkside Market","Falmouth, Massachusetts",2015-09-25,"Parkside Market Falmouth Massachusetts yelp",886,1
9,"By Hand and By Fork","Maria Empanada","Denver, Colorado",2015-09-25,"Maria Empanada Denver Colorado yelp",887,1
9,"By Hand and By Fork","Bayport BBQ","Bayport, Minnesota",2015-09-25,"Bayport BBQ Bayport Minnesota yelp",888,1
10,"Finger Lickin' Food","Wrecking Bar Brewpub","Atlanta, Georgia",2015-10-09,"Wrecking Bar Brewpub Atlanta Georgia yelp",889,1
10,"Finger Lickin' Food","Shucker's World Famous Raw Bar","Woods Hole, Massachusetts",2015-10-09,"Shucker's World Famous Raw Bar Woods Hole Massachusetts yelp",890,1
10,"Finger Lickin' Food","George and the Dragon","Minneapolis, Minnesota",2015-10-09,"George and the Dragon Minneapolis Minnesota yelp",891,1
11,"Bite of Britain","Grillstock","London, UK",2015-10-16,"Grillstock London UK yelp",892,1
11,"Bite of Britain","Bird of Smithfield","London, UK",2015-10-16,"Bird of Smithfield London UK yelp",893,1
11,"Bite of Britain","Hook Camden Town","Camden, London, UK",2015-10-16,"Hook Camden Town Camden London UK yelp",894,1
12,"Piggin' Out","Pig Latin (Food Truck)","Colorado Springs, Colorado",2015-11-06,"Pig Latin (Food Truck) Colorado Springs Colorado yelp",895,1
12,"Piggin' Out","North Bound Smokehouse and Brewpub","Minneapolis, Minnesota",2015-11-06,"North Bound Smokehouse and Brewpub Minneapolis Minnesota yelp",896,1
12,"Piggin' Out","United Noodles","Minneapolis, Minnesota",2015-11-06,"United Noodles Minneapolis Minnesota yelp",897,1
13,"Isle-Talian","The Blue-Eyed Crab Caribbean Grill & Rum Bar","Plymouth, Massachusetts",2015-12-04,"The Blue-Eyed Crab Caribbean Grill & Rum Bar Plymouth Massachusetts yelp",898,1
13,"Isle-Talian","Parvicini's Italian Bistro","Colorado Springs, Colorado",2015-12-04,"Parvicini's Italian Bistro Colorado Springs Colorado yelp",899,1
13,"Isle-Talian","Rasta Pasta","Colorado Springs, Colorado",2015-12-04,"Rasta Pasta Colorado Springs Colorado yelp",900,1
14,"East-West Flavorfest","Mountain Shadows Restaurant","Colorado Springs, Colorado",2015-12-18,"Mountain Shadows Restaurant Colorado Springs Colorado yelp",901,1
14,"East-West Flavorfest","Toki Underground","Washington, DC",2015-12-18,"Toki Underground Washington DC yelp",902,1
14,"East-West Flavorfest","Piccini Wood Fired Brick Oven Pizza","Ocean City, NJ",2015-12-18,"Piccini Wood Fired Brick Oven Pizza Ocean City NJ yelp",903,1
NA,"Amazing Appetizers","Queen's Comfort","Astoria, New York",2015-10-23,"Queen's Comfort Astoria New York yelp",904,1
NA,"Amazing Appetizers","Highland Tavern","Denver, Colorado",2015-10-23,"Highland Tavern Denver Colorado yelp",905,2
NA,"Amazing Appetizers","Boulevard Diner","Dundalk, Colorado",2015-10-23,"Boulevard Diner Dundalk Colorado yelp",906,1
NA,"Amazing Appetizers","Clanton's Cafe","Vinita, Oklahoma",2015-10-23,"Clanton's Cafe Vinita Oklahoma yelp",907,1
NA,"Amazing Appetizers","10th Ave Burrito Co","Belmar, New Jersey",2015-10-23,"10th Ave Burrito Co Belmar New Jersey yelp",908,1
NA,"Amazing Appetizers","BBQ Shack","Paola, Kansas",2015-10-23,"BBQ Shack Paola Kansas yelp",909,2
NA,"Amazing Appetizers","The Highlander","Atlanta, Georgia",2015-10-23,"The Highlander Atlanta Georgia yelp",910,2
NA,"Amazing Appetizers","Scully's Tavern","Miami, FL",2015-10-23,"Scully's Tavern Miami FL yelp",911,1
NA,"Ultimate Turkey Fest","Golden Crown Restaurant","Albuquerque, New Mexico",2015-11-19,"Golden Crown Restaurant Albuquerque New Mexico yelp",912,1
NA,"Ultimate Turkey Fest","Bocadillas: Slow Roasted Sandwich Shop","Albuquerque, New Mexico",2015-11-19,"Bocadillas: Slow Roasted Sandwich Shop Albuquerque New Mexico yelp",913,1
NA,"Ultimate Turkey Fest","Funk N Waffles","Syracuse, New York",2015-11-19,"Funk N Waffles Syracuse New York yelp",914,1
NA,"Ultimate Turkey Fest","Supino Pizzeria","Detroit, Michigan",2015-11-19,"Supino Pizzeria Detroit Michigan yelp",915,2
NA,"Ultimate Turkey Fest","Comet Cafe","Milwaukee, Wisconsin",2015-11-19,"Comet Cafe Milwaukee Wisconsin yelp",916,1
NA,"Ultimate Turkey Fest","Mike's City Diner","Boston, Massachusetts",2015-11-19,"Mike's City Diner Boston Massachusetts yelp",917,2
NA,"Ultimate Turkey Fest","Sammy's Food Services & Deli","New Orleans, Louisiana",2015-11-19,"Sammy's Food Services & Deli New Orleans Louisiana yelp",918,1
NA,"Ultimate Turkey Fest","Alpine Steakhouse","Sarasota, Florida",2015-11-19,"Alpine Steakhouse Sarasota Florida yelp",919,2
NA,"Ultimate Turkey Fest","Thee Pitts Again","Glendale, Arizona",2015-11-19,"Thee Pitts Again Glendale Arizona yelp",920,1
NA,"Extra Helpings","The Brick House Cafe and Catering","Cable, Wisconsin",2015-11-27,"The Brick House Cafe and Catering Cable Wisconsin yelp",921,2
NA,"Extra Helpings","Cafe Genevieve","Jackson, Wyoming",2015-11-27,"Cafe Genevieve Jackson Wyoming yelp",922,2
NA,"Extra Helpings","Tavern on 2","Long Beach, California",2015-11-27,"Tavern on 2 Long Beach California yelp",923,2
NA,"Extra Helpings","DJ's Clam Shack","Key West, Florida",2015-11-27,"DJ's Clam Shack Key West Florida yelp",924,1
NA,"Extra Helpings","Café Nooner","Eureka, California",2015-11-27,"Café Nooner Eureka California yelp",925,2
NA,"Extra Helpings","Sakaya Kitchen","Miami, Florida",2015-11-27,"Sakaya Kitchen Miami Florida yelp",926,3
NA,"Extra Helpings","Bless My Soul","Eureka, California",2015-11-27,"Bless My Soul Eureka California yelp",927,2
NA,"Extra Helpings","Brindle Room","New York, New York",2015-11-27,"Brindle Room New York New York yelp",928,1
NA,"Extra Helpings","Brick & Fire","Eureka, California",2015-11-27,"Brick & Fire Eureka California yelp",929,2
NA,"Extra Helpings","Black Tree","New York, New York",2015-11-27,"Black Tree New York New York yelp",930,1
NA,"Extra Helpings","Paul's Live From New York","Eureka, California",2015-11-27,"Paul's Live From New York Eureka California yelp",931,1
NA,"Holiday Hoopla","Mas Tacos","Nashville, Tennessee",2015-12-11,"Mas Tacos Nashville Tennessee yelp",932,1
NA,"Holiday Hoopla","Center Point Pit Barbecue","Hendersonville, Tennessee",2015-12-11,"Center Point Pit Barbecue Hendersonville Tennessee yelp",933,2
NA,"Holiday Hoopla","Miller's East Coast Deli","San Francisco, California",2015-12-11,"Miller's East Coast Deli San Francisco California yelp",934,1
NA,"Holiday Hoopla","Flakowitz of Boynton","Boynton Beach, Florida",2015-12-11,"Flakowitz of Boynton Boynton Beach Florida yelp",935,1
NA,"Holiday Hoopla","The Bagel Delicatessen & Restaurant","Denver, Colorado",2015-12-11,"The Bagel Delicatessen & Restaurant Denver Colorado yelp",936,2
NA,"Holiday Hoopla","At Last Cafe","Long Beach, California",2015-12-11,"At Last Cafe Long Beach California yelp",937,1
NA,"Holiday Hoopla","Big Daddy's BBQ & Banquet","Fairbanks, Alaska",2015-12-11,"Big Daddy's BBQ & Banquet Fairbanks Alaska yelp",938,1
1,"All Kinds of Meat","Alewife Baltimore","Baltimore, Maryland",2016-01-01,"Alewife Baltimore Baltimore Maryland yelp",939,1
1,"All Kinds of Meat","Carving Room","Washington, DC",2016-01-01,"Carving Room Washington DC yelp",940,1
1,"All Kinds of Meat","Spice Island Grill","Colorado Springs, Colorado",2016-01-01,"Spice Island Grill Colorado Springs Colorado yelp",941,1
2,"Triple D ""All Stars""","Tacopocalypse","Des Moines, Iowa",2016-01-03,"Tacopocalypse Des Moines Iowa yelp",942,2
2,"Triple D ""All Stars""","Artiso's","Salt Lake City, Utah",2016-01-03,"Artiso's Salt Lake City Utah yelp",943,1
2,"Triple D ""All Stars""","Sakaya Kitchen","Miami, Florida",2016-01-03,"Sakaya Kitchen Miami Florida yelp",944,3
2,"Triple D ""All Stars""","Chef Lou's Westside Drive-In","Boise, Idaho",2016-01-03,"Chef Lou's Westside Drive-In Boise Idaho yelp",945,1
2,"Triple D ""All Stars""","Pagoda Restaurant","North Pole, Alaska",2016-01-03,"Pagoda Restaurant North Pole Alaska yelp",946,1
3,"Family Legacies","Miss Shirley's Cafe","Baltimore, Maryland",2016-01-15,"Miss Shirley's Cafe Baltimore Maryland yelp",947,1
3,"Family Legacies","Sam's Rialto Bar & Grill","Pleasantville, New Jersey",2016-01-15,"Sam's Rialto Bar & Grill Pleasantville New Jersey yelp",948,1
3,"Family Legacies","Front Range Barbeque","Colorado Springs, Colorado",2016-01-15,"Front Range Barbeque Colorado Springs Colorado yelp",949,1
4,"Rockin' New Orleans","The Creole Creamery","New Orleans, Louisiana",2016-01-20,"The Creole Creamery New Orleans Louisiana yelp",950,2
4,"Rockin' New Orleans","The Joint","New Orleans, Louisiana",2016-01-20,"The Joint New Orleans Louisiana yelp",951,2
4,"Rockin' New Orleans","Surrey's Cafe","New Orleans, Louisiana",2016-01-20,"Surrey's Cafe New Orleans Louisiana yelp",952,1
4,"Rockin' New Orleans","Parasol's Restaurant & Bar","New Orleans, Louisiana",2016-01-20,"Parasol's Restaurant & Bar New Orleans Louisiana yelp",953,1
4,"Rockin' New Orleans","Joey K's Restaurant & Bar","New Orleans, Louisiana",2016-01-20,"Joey K's Restaurant & Bar New Orleans Louisiana yelp",954,1
5,"Between the Bread","Skirted Heiffer","Colorado Springs, Colorado",2016-01-22,"Skirted Heiffer Colorado Springs Colorado yelp",955,1
5,"Between the Bread","Bub and Pop's","Washington, DC",2016-01-22,"Bub and Pop's Washington DC yelp",956,1
5,"Between the Bread","Vagabond Kitchen & Tap House","Atlantic City, New Jersey",2016-01-22,"Vagabond Kitchen & Tap House Atlantic City New Jersey yelp",957,1
6,"Comfort Food Mash-Up","Trina's Starlite Lounge","Somerville, Massachusetts",2016-02-03,"Trina's Starlite Lounge Somerville Massachusetts yelp",958,1
6,"Comfort Food Mash-Up","The Starling Diner","Long Beach, California",2016-02-03,"The Starling Diner Long Beach California yelp",959,2
6,"Comfort Food Mash-Up","The Alley Restaurant at Aiea Bowl","Aiea, Hawaii",2016-02-03,"The Alley Restaurant at Aiea Bowl Aiea Hawaii yelp",960,1
6,"Comfort Food Mash-Up","Frank's Noodle House","Portland, Oregon",2016-02-03,"Frank's Noodle House Portland Oregon yelp",961,2
6,"Comfort Food Mash-Up","Gold 'N Silver Inn","Reno, Nevada",2016-02-03,"Gold 'N Silver Inn Reno Nevada yelp",962,1
6,"Comfort Food Mash-Up","Ramona Cafe","Ramona, California",2016-02-03,"Ramona Cafe Ramona California yelp",963,1
7,"Smoke and Seafood","The Fish House","Key Largo, Florida",2016-03-11,"The Fish House Key Largo Florida yelp",964,1
7,"Smoke and Seafood","Islamorada Shrimp Shack","Islamorada, Florida",2016-03-11,"Islamorada Shrimp Shack Islamorada Florida yelp",965,1
7,"Smoke and Seafood","The Smoking Swine","Baltimore, Maryland",2016-03-11,"The Smoking Swine Baltimore Maryland yelp",966,1
8,"International Appeal","Digiorgio's Cafe Largo","Key Largo, Florida",2016-03-25,"Digiorgio's Cafe Largo Key Largo Florida yelp",967,1
8,"International Appeal","El Nuevo Frutilandia","San Francisco, California",2016-03-25,"El Nuevo Frutilandia San Francisco California yelp",968,1
8,"International Appeal","Green Papaya Food Truck","Stockton, California",2016-03-25,"Green Papaya Food Truck Stockton California yelp",969,1
