"ep_number","ep_title","restaurant","location","ep_air_date","google_string","freq_visited","index","yelp_string"
5,"Aces of Authenticity","Frank's Noodle House","Portland, Oregon",2013-10-21,"Frank's Noodle House Portland Oregon yelp",2,647,"franks-noodle-house-portland"
5,"Aces of Authenticity","Torinos","Albuquerque, New Mexico",2013-10-21,"Torinos Albuquerque New Mexico yelp",1,648,"torinos-home-albuquerque"
6,"Sammies and Stew","Jambo Cafe","Santa Fe, New Mexico",2013-10-28,"Jambo Cafe Santa Fe New Mexico yelp",1,649,"jambo-cafe-santa-fe"
6,"Sammies and Stew","Bocadillos","Albuquerque, New Mexico",2013-10-28,"Bocadillos Albuquerque New Mexico yelp",1,650,"bocadillos-slow-roasted-albuquerque"
7,"All Kinds of Gobble Gobble","Back Street Bistro","Santa Fe, New Mexico",2013-11-18,"Back Street Bistro Santa Fe New Mexico yelp",1,651,"back-street-bistro-santa-fe"
7,"All Kinds of Gobble Gobble","Golden Crown Panaderia","Albuquerque, New Mexico",2013-11-18,"Golden Crown Panaderia Albuquerque New Mexico yelp",1,652,"golden-crown-panaderia-albuquerque"
7,"All Kinds of Gobble Gobble","Danny Edward's BBQ","Kansas City, Missouri",2013-11-18,"Danny Edward's BBQ Kansas City Missouri yelp",1,653,"danny-edwards-boulevard-bbq-kansas-city"
8,"Comfort and Soul","Tin Shed Garden Cafe","Portland, Oregon",2013-11-25,"Tin Shed Garden Cafe Portland Oregon yelp",1,654,"tin-shed-portland"
8,"Comfort and Soul","Nexus Brewery","Albuquerque, New Mexico",2013-11-25,"Nexus Brewery Albuquerque New Mexico yelp",1,655,"nexus-brewery-albuquerque"
8,"Comfort and Soul","BB's Lawnside BBQ","Kansas City, Missouri",2013-11-25,"BB's Lawnside BBQ Kansas City Missouri yelp",1,656,"b-b-s-lawnside-bbq-kansas-city"
9,"Pork, Pasta and Barbecue","Succotash","Kansas City, Missouri",2013-12-02,"Succotash Kansas City Missouri yelp",1,657,"succotash-kansas-city"
9,"Pork, Pasta and Barbecue","Cupini's","Kansas City, Missouri",2013-12-02,"Cupini's Kansas City Missouri yelp",1,658,"cupinis-kansas-city"
9,"Pork, Pasta and Barbecue","The Cube","Albuquerque, New Mexico",2013-12-02,"The Cube Albuquerque New Mexico yelp",1,659,"the-cube-albuquerque"
10,"South of the Border","Asi y Asado","Cabo San Lucas, Mexico",2013-12-09,"Asi y Asado Cabo San Lucas Mexico yelp",1,660,"as%25C3%25AD-y-asado-cabo-san-lucas-2"
10,"South of the Border","Solomon's Landing","Cabo San Lucas, Mexico",2013-12-09,"Solomon's Landing Cabo San Lucas Mexico yelp",1,661,"solomons-landing-cabo-san-lucas"
10,"South of the Border","Tiki Bar","Cabo San Lucas, Mexico",2013-12-09,"Tiki Bar Cabo San Lucas Mexico yelp",1,662,"tiki-bar-cabo-san-lucas"
11,"Tennessee Holiday Traditions","Center Point Pit Barbecue","Hendersonville, Tennessee",2013-12-16,"Center Point Pit Barbecue Hendersonville Tennessee yelp",2,663,"center-point-barbecue-hendersonville"
11,"Tennessee Holiday Traditions","Mas Tacos por Favor","Nashville, Tennessee",2013-12-16,"Mas Tacos por Favor Nashville Tennessee yelp",1,664,"mas-tacos-nashville"
12,"Family Time","The Grilled Cheeserie","Nashville, Tennessee",2013-12-23,"The Grilled Cheeserie Nashville Tennessee yelp",2,665,"the-grilled-cheeserie-nashville"
12,"Family Time","Caffe Nonna","Nashville, Tennessee",2013-12-23,"Caffe Nonna Nashville Tennessee yelp",1,666,"caff%25C3%25A9-nonna-nashville-2"
12,"Family Time","Blue Koi","Kansas City, Missouri",2013-12-23,"Blue Koi Kansas City Missouri yelp",1,667,"blue-koi-kansas-city"
13,"Soup, Salad and Seafood","Pot Pie","Kansas City, Missouri",2013-12-30,"Pot Pie Kansas City Missouri yelp",1,668,"potpie-kansas-city"
13,"Soup, Salad and Seafood","55 South","Franklin, Tennessee",2013-12-30,"55 South Franklin Tennessee yelp",1,669,"55-south-franklin"
13,"Soup, Salad and Seafood","Phat Bites","Nashville, Tennessee",2013-12-30,"Phat Bites Nashville Tennessee yelp",1,670,"phat-bites-nashville-4"
1,"Guy’s Hometown Tour","Pretzel Cart","Ferndale, California",2014-02-07,"Pretzel Cart Ferndale California yelp",1,671,"disneylands-pretzel-cart-anaheim"
1,"Guy’s Hometown Tour","Clendenen's Cider Works","Fortuna, California",2014-02-07,"Clendenen's Cider Works Fortuna California yelp",1,672,"clendenens-cider-works-fortuna"
1,"Guy’s Hometown Tour","Loleta Cheese Shop","Loleta, California",2014-02-07,"Loleta Cheese Shop Loleta California yelp",1,673,"loleta-cheese-factory-loleta"
1,"Guy’s Hometown Tour","Ferndale Meat Co.","Ferndale, California",2014-02-07,"Ferndale Meat Co. Ferndale California yelp",1,674,"ferndale-meat-ferndale"
1,"Guy’s Hometown Tour","Ivanhoe","Ferndale, California",2014-02-07,"Ivanhoe Ferndale California yelp",1,675,"hotel-ivanhoe-ferndale"
1,"Guy’s Hometown Tour","Humboldt Sweets","Ferndale, California",2014-02-07,"Humboldt Sweets Ferndale California yelp",1,676,"humboldt-sweets-ferndale"
2,"All Things NY","Black Tree","Manhattan, New York",2014-02-14,"Black Tree Manhattan New York yelp",1,677,"black-tree-new-york"
2,"All Things NY","Queen's Comfort","Queens, New York",2014-02-14,"Queen's Comfort Queens New York yelp",1,678,"queens-comfort-astoria"
2,"All Things NY","Paul's Live From New York","Eureka, California",2014-02-14,"Paul's Live From New York Eureka California yelp",1,679,"live-from-new-york-eureka"
3,"Big Time Bites","Bun-Ker Vietnamese","Queens, New York",2014-02-21,"Bun-Ker Vietnamese Queens New York yelp",1,680,"bunker-brooklyn"
3,"Big Time Bites","Brindle Room","Manhattan, New York",2014-02-21,"Brindle Room Manhattan New York yelp",1,681,"brindle-room-new-york"
3,"Big Time Bites","Brick & Fire","Eureka, California",2014-02-21,"Brick & Fire Eureka California yelp",2,682,"brick-and-fire-bistro-eureka"
4,"Keepin' It Real","Sakaya Kitchen","Miami, Florida",2014-02-28,"Sakaya Kitchen Miami Florida yelp",3,683,"sakaya-kitchen-miami"
4,"Keepin' It Real","Don Antonio By Starita","Manhattan, New York",2014-02-28,"Don Antonio By Starita Manhattan New York yelp",1,684,"don-antonio-by-starita-new-york-2"
4,"Keepin' It Real","Bless My Soul","Eureka, California",2014-02-28,"Bless My Soul Eureka California yelp",2,685,"bless-my-soul-cafe-eureka"
5,"Dynamite Duos","Duck's Eatery","Manhattan, New York",2014-03-07,"Duck's Eatery Manhattan New York yelp",1,686,"ducks-eatery-new-york-2"
5,"Dynamite Duos","Whisk Gourmet","Miami, Florida",2014-03-07,"Whisk Gourmet Miami Florida yelp",1,687,"whisk-gourmet-food-and-catering-miami-2"
5,"Dynamite Duos","Cafe Nooner","Eureka, California",2014-03-07,"Cafe Nooner Eureka California yelp",2,688,"cafe-nooner-eureka-3"
6,"Kickin It in Key West","Garbo's Grill","Key West, Florida",2014-03-14,"Garbo's Grill Key West Florida yelp",2,689,"garbos-grill-key-west-2"
6,"Kickin It in Key West","Dj's Clam Shack","Key West, Florida",2014-03-14,"Dj's Clam Shack Key West Florida yelp",1,690,"djs-clam-shack-key-west"
6,"Kickin It in Key West","Badboy Burrito","Key West, Florida",2014-03-14,"Badboy Burrito Key West Florida yelp",1,691,"bad-boy-burrito-key-west"
7,"From Meatballs to Lollipops","Maxwell's East Coast Eatery","Salt Lake City, Utah",2014-04-25,"Maxwell's East Coast Eatery Salt Lake City Utah yelp",1,692,"maxwells-east-coast-eatery-salt-lake-city-3"
7,"From Meatballs to Lollipops","Tin Roof Grill","Sandy, Utah",2014-04-25,"Tin Roof Grill Sandy Utah yelp",1,693,"tin-roof-grill-sandy"
7,"From Meatballs to Lollipops","The Latin House","Miami, Florida",2014-04-25,"The Latin House Miami Florida yelp",1,694,"latin-house-grill-miami-3"
8,"Cross Country Comfort Food","The Silver Star Cafe","Park City, Utah",2014-05-09,"The Silver Star Cafe Park City Utah yelp",1,695,"silver-star-cafe-park-city"
8,"Cross Country Comfort Food","Sammy's Bistro","Park City, Utah",2014-05-09,"Sammy's Bistro Park City Utah yelp",1,696,"sammys-bistro-park-city-2"
8,"Cross Country Comfort Food","Blue Collar","Miami, Florida",2014-05-09,"Blue Collar Miami Florida yelp",1,697,"blue-collar-miami"
9,"International Family Style","Artiso's","Salt Lake City, Utah",2014-05-16,"Artiso's Salt Lake City Utah yelp",1,698,"aristos-greek-restaurant-and-cafe-salt-lake-city-2"
9,"International Family Style","Boot's and Kimo's Homestyle Kitchen","Kailua, Hawaii",2014-05-16,"Boot's and Kimo's Homestyle Kitchen Kailua Hawaii yelp",1,699,"boots-and-kimos-homestyle-kitchen-kailua"
9,"International Family Style","Oh Mai","Holladay, Utah",2014-05-16,"Oh Mai Holladay Utah yelp",1,700,"oh-mai-salt-lake-city-2"
10,"Island Flavor","Dean's Drive Inn","Kaneohe, Hawaii",2014-05-23,"Dean's Drive Inn Kaneohe Hawaii yelp",1,701,"deans-drive-inn-kaneohe-2"
10,"Island Flavor","The Alley Restaurant At Aiea Bowl","Aiea, Hawaii",2014-05-23,"The Alley Restaurant At Aiea Bowl Aiea Hawaii yelp",2,702,"the-alley-restaurant-bar-and-grill-aiea-2"
10,"Island Flavor","Elena's Restaurant","Waipahu, Hawaii",2014-05-23,"Elena's Restaurant Waipahu Hawaii yelp",1,703,"elenas-home-of-finest-filipino-foods-waipahu-3"
11,"Grillin, Chillin & Huli Huli Chicken","The Federal","Miami, Florida",2014-05-30,"The Federal Miami Florida yelp",1,704,"the-fed-food-drink-miami-3"
11,"Grillin, Chillin & Huli Huli Chicken","Mike's Huli Huli Chicken","Kaneohe, Hawaii",2014-05-30,"Mike's Huli Huli Chicken Kaneohe Hawaii yelp",1,705,"mikes-huli-chicken-kaneohe"
11,"Grillin, Chillin & Huli Huli Chicken","Tamarindo Truck","Orange County, California",2014-05-30,"Tamarindo Truck Orange County California yelp",2,706,"tamarindo-truck-orange"
12,"Righteous Bites","Loulou's Griddle In The Middle","Monterey, California",2014-06-06,"Loulou's Griddle In The Middle Monterey California yelp",1,707,"loulous-griddle-in-the-middle-monterey-2"
12,"Righteous Bites","Fat Sal's Deli","Los Angeles, California",2014-06-06,"Fat Sal's Deli Los Angeles California yelp",1,708,"fat-sals-deli-los-angeles-2"
NA,"Vegas Greats","John Mull's Road Kill Grill","Las Vegas, Nevada",2014-04-14,"John Mull's Road Kill Grill Las Vegas Nevada yelp",1,709,"john-mulls-meats-and-road-kill-grill-las-vegas-2"
NA,"Crazy for Chicken","Taco Taco Cafe","San Antonio, Texas",2014-04-18,"Taco Taco Cafe San Antonio Texas yelp",1,710,"taco-taco-cafe-san-antonio"
NA,"Crazy for Chicken","PotPie","Kansas City, Missouri",2014-04-18,"PotPie Kansas City Missouri yelp",1,711,"potpie-kansas-city"
NA,"Grilling Greats","Caplansky's Deli","Toronto, Ontario",2014-06-21,"Caplansky's Deli Toronto Ontario yelp",1,712,"caplanskys-delicatessen-toronto"
NA,"Grilling Greats","Danny's All-American Diner & Dairy Bar","Tampa, Florida",2014-06-21,"Danny's All-American Diner & Dairy Bar Tampa Florida yelp",1,713,"dannys-all-american-diner-and-dairy-bar-tampa-2"
NA,"Grilling Greats","Louie Mueller's Barbecue","Taylor, Texas",2014-06-21,"Louie Mueller's Barbecue Taylor Texas yelp",1,714,"louie-mueller-barbecue-taylor"
NA,"Grilling Greats","Rick's Press Room Grill & Bar","Meridian, Idaho",2014-06-21,"Rick's Press Room Grill & Bar Meridian Idaho yelp",1,715,"ricks-press-room-grill-and-bar-meridian"
1,"California Cruisin","Sabroso Mexican Grill","Garden Grove, California",2014-09-05,"Sabroso Mexican Grill Garden Grove California yelp",1,716,"sabroso-mexican-grill-garden-grove"
1,"California Cruisin","Monterey Fish House","Monterey, California",2014-09-05,"Monterey Fish House Monterey California yelp",1,717,"montereys-fish-house-monterey-2"
1,"California Cruisin","Rutt's Hawaiian Cafe","Los Angeles, California",2014-09-05,"Rutt's Hawaiian Cafe Los Angeles California yelp",1,718,"rutts-hawaiian-cafe-los-angeles-2"
2,"Stuffed and Twisted","Sidewinder's American Grill","Jackson, Wyoming",2014-09-12,"Sidewinder's American Grill Jackson Wyoming yelp",1,719,"sidewinders-smokehouse-and-tavern-jackson"
2,"Stuffed and Twisted","Rosine's Restaurant","Monterey, California",2014-09-12,"Rosine's Restaurant Monterey California yelp",1,720,"rosines-restaurant-monterey"
2,"Stuffed and Twisted","Blunch","Boston, Massachusetts",2014-09-12,"Blunch Boston Massachusetts yelp",1,721,"blunch-boston"
3,"Old Standards, New Styles","Pinky G's Pizzeria","Jackson, Wyoming",2014-09-19,"Pinky G's Pizzeria Jackson Wyoming yelp",1,722,"pinky-gs-pizzeria-jackson"
3,"Old Standards, New Styles","The Starling Diner","Long Beach, California",2014-09-19,"The Starling Diner Long Beach California yelp",2,723,"starling-diner-long-beach"
3,"Old Standards, New Styles","Cannery Row Brewing Company","Monterey, California",2014-09-19,"Cannery Row Brewing Company Monterey California yelp",1,724,"cannery-row-brewing-company-monterey"
4,"From Standards to Standouts","Factory Gastrobar","Long Beach, California",2014-09-26,"Factory Gastrobar Long Beach California yelp",1,725,"the-factory-long-beach-3"
4,"From Standards to Standouts","Pica's Mexican Taqueria","Jackson, Wyoming",2014-09-26,"Pica's Mexican Taqueria Jackson Wyoming yelp",1,726,"picas-mexican-taqueria-jackson-2"
4,"From Standards to Standouts","Little Napoli","Carmel, California",2014-09-26,"Little Napoli Carmel California yelp",1,727,"little-napoli-carmel-2"
5,"All Day Dining","Wild Plum Cafe & Bistro","Monterey, California",2014-10-03,"Wild Plum Cafe & Bistro Monterey California yelp",1,728,"the-wild-plum-cafe-and-bakery-monterey"
5,"All Day Dining","Nora's Fish Creek Inn","Wilson, Wyoming",2014-10-03,"Nora's Fish Creek Inn Wilson Wyoming yelp",1,729,"noras-fish-creek-inn-wilson"
5,"All Day Dining","Tavern on 2","Long Beach, California",2014-10-03,"Tavern on 2 Long Beach California yelp",2,730,"tavern-on-2-long-beach"
1,"Roadtrippin’ in Beantown","Cafe Polonia","Boston, Massachusetts",2014-09-05,"Cafe Polonia Boston Massachusetts yelp",1,731,"cafe-polonia-boston"
1,"Roadtrippin’ in Beantown","Lone Star Taco Bar","Allston, Massachusetts",2014-09-05,"Lone Star Taco Bar Allston Massachusetts yelp",1,732,"lone-star-taco-bar-allston"
1,"Roadtrippin’ in Beantown","Deep Ellum","Allston, Massachusetts",2014-09-05,"Deep Ellum Allston Massachusetts yelp",1,733,"deep-ellum-allston"
2,"Seriously Saucy","Saus","Boston, Massachusetts",2014-09-12,"Saus Boston Massachusetts yelp",1,734,"saus-boston"
2,"Seriously Saucy","Cafe Genevieve","Jackson, Wyoming",2014-09-12,"Cafe Genevieve Jackson Wyoming yelp",2,735,"cafe-genevieve-jackson"
2,"Seriously Saucy","Melt Eclectic Cafe","Cincinnati, Ohio",2014-09-12,"Melt Eclectic Cafe Cincinnati Ohio yelp",1,736,"melt-eclectic-cafe-cincinnati-2"
3,"Cross-Country Classics","Trina's Starlite Lounge","Somerville, Massachusetts",2014-09-19,"Trina's Starlite Lounge Somerville Massachusetts yelp",1,737,"trinas-starlite-lounge-somerville-2"
3,"Cross-Country Classics","Shorty's Pizza and Smoked Meat","Superior, Wisconsin",2014-09-19,"Shorty's Pizza and Smoked Meat Superior Wisconsin yelp",1,738,"shortys-pizza-and-smoked-meat-superior"
3,"Cross-Country Classics","From Scratch Restaurant","Carmel, California",2014-09-19,"From Scratch Restaurant Carmel California yelp",1,739,"from-scratch-restaurant-carmel"
4,"Worldwide Flavorfest","Casa Razdora","Boston, Massachusetts",2014-09-26,"Casa Razdora Boston Massachusetts yelp",1,740,"casa-razdora-boston"
4,"Worldwide Flavorfest","Island Frydays","Cincinnati, Ohio",2014-09-26,"Island Frydays Cincinnati Ohio yelp",1,741,"island-frydays-cincinnati"
4,"Worldwide Flavorfest","Pak's Green Corner","Duluth, Minnesota",2014-09-26,"Pak's Green Corner Duluth Minnesota yelp",1,742,"paks-green-corner-duluth"
5,"Small Town Standouts","Kounty Quarthouse","South Range, Wisconsin",2014-10-03,"Kounty Quarthouse South Range Wisconsin yelp",1,743,"kounty-quarthouse-south-range"
5,"Small Town Standouts","Junkyard Extreme Burgers and Brats","Junction City, Oregon",2014-10-03,"Junkyard Extreme Burgers and Brats Junction City Oregon yelp",1,744,"junkyard-extreme-burgers-and-brats-junction-city"
5,"Small Town Standouts","Lotus Cafe","Jackson, Wyoming",2014-10-03,"Lotus Cafe Jackson Wyoming yelp",1,745,"lotus-jackson"
6,"One Street Wonders","Taste of Belgium","Cincinnati, Ohio",2014-10-10,"Taste of Belgium Cincinnati Ohio yelp",1,746,"taste-of-belgium-cincinnati-10"
6,"One Street Wonders","Senate Pub","Cincinnati, Ohio",2014-10-10,"Senate Pub Cincinnati Ohio yelp",1,747,"senate-restaurant-cincinnati"
6,"One Street Wonders","Bakersfield OTR","Cincinnati, Ohio",2014-10-10,"Bakersfield OTR Cincinnati Ohio yelp",1,748,"bakersfield-otr-cincinnati-2"
7,"Old School Joints","Cornbread Cafe","Eugene, Oregon",2014-10-31,"Cornbread Cafe Eugene Oregon yelp",1,749,"cornbread-cafe-eugene"
7,"Old School Joints","Gannucci's Italian Market","Duluth, Minnesota",2014-10-31,"Gannucci's Italian Market Duluth Minnesota yelp",1,750,"gannuccis-italian-market-duluth"
7,"Old School Joints","Delta Diner","Delta, Wisconsin",2014-10-31,"Delta Diner Delta Wisconsin yelp",1,751,"delta-diner-delta"
8,"Meat In The Middle","The Sandwich League","Eugene, Oregon",2014-11-07,"The Sandwich League Eugene Oregon yelp",1,752,"the-sandwich-league-eugene"
8,"Meat In The Middle","The Brick House Cafe and Catering","Cable, Wisconsin",2014-11-07,"The Brick House Cafe and Catering Cable Wisconsin yelp",2,753,"brick-house-cafe-and-catering-cable"
8,"Meat In The Middle","Grano's Pasta Bar","Baltimore, Maryland",2014-11-07,"Grano's Pasta Bar Baltimore Maryland yelp",1,754,"grano-pasta-bar-baltimore"
9,"Soup-Centric","Soup Nation","Eugene, Oregon",2014-11-14,"Soup Nation Eugene Oregon yelp",1,755,"soup-nation-eugene"
9,"Soup-Centric","Slainte Irish Pub and Restaurant","Baltimore, Maryland",2014-11-14,"Slainte Irish Pub and Restaurant Baltimore Maryland yelp",1,756,"sl%25C3%25A1inte-irish-pub-and-restaurant-baltimore-2"
9,"Soup-Centric","Pho Lang Thang","Cincinnati, Ohio",2014-11-14,"Pho Lang Thang Cincinnati Ohio yelp",1,757,"pho-lang-thang-cincinnati"
10,"All Baltimore All The Time","Jimmy's Famous Seafood","Baltimore, Maryland",2014-11-21,"Jimmy's Famous Seafood Baltimore Maryland yelp",1,758,"jimmys-famous-seafood-baltimore"
10,"All Baltimore All The Time","Clementine","Baltimore, Maryland",2014-11-21,"Clementine Baltimore Maryland yelp",1,759,"clementine-baltimore"
11,"Chicken Chowfest","Patton's Restaurant & Catering","Des Moines, Iowa",2014-11-28,"Patton's Restaurant & Catering Des Moines Iowa yelp",1,760,"pattons-des-moines"
11,"Chicken Chowfest","Papa's Soul Food Kitchen and BBQ","Eugene, Oregon",2014-11-28,"Papa's Soul Food Kitchen and BBQ Eugene Oregon yelp",1,761,"papas-soul-food-kitchen-eugene"
11,"Chicken Chowfest","Swallow at the Hollow","Baltimore, Maryland",2014-11-28,"Swallow at the Hollow Baltimore Maryland yelp",1,762,"swallow-at-the-hollow-baltimore"
12,"Fresh Fish & Funky Chicken","Fisherman's Market","Eugene, Oregon",2014-12-05,"Fisherman's Market Eugene Oregon yelp",1,763,"fishermans-market-eugene"
12,"Fresh Fish & Funky Chicken","Mi Patria Ecuadorian Restaurant","West Des Moines, Iowa",2014-12-05,"Mi Patria Ecuadorian Restaurant West Des Moines Iowa yelp",1,764,"mi-patria-west-des-moines"
12,"Fresh Fish & Funky Chicken","Smokey D's BBQ","Des Moines, Iowa",2014-12-05,"Smokey D's BBQ Des Moines Iowa yelp",1,765,"smokey-ds-bbq-des-moines-3"
13,"Oldies But Goodies","Ernest & Son","Brigantine, New Jersey",2014-12-12,"Ernest & Son Brigantine New Jersey yelp",1,766,"ernest-and-son-meat-market-brigantine"
13,"Oldies But Goodies","Oyster Creek Inn","Leeds Point, New Jersey",2014-12-12,"Oyster Creek Inn Leeds Point New Jersey yelp",1,767,"oyster-creek-inn-leeds-point"
13,"Oldies But Goodies","George The Chili King Drive-In","Des Moines, Iowa",2014-12-12,"George The Chili King Drive-In Des Moines Iowa yelp",1,768,"george-the-chili-king-drive-in-des-moines-3"
14,"Southern Spectacular","Farmer's Shed","Lexington, South Carolina",2014-12-22,"Farmer's Shed Lexington South Carolina yelp",1,769,"the-farmers-shed-restaurant-lexington"
15,"Best of Breakfast","Louie & the Red Head Lady","Mandeville, Louisiana",2014-12-23,"Louie & the Red Head Lady Mandeville Louisiana yelp",1,770,"louie-and-the-redhead-lady-mandeville-3"
15,"Best of Breakfast","W.O.W  Worth Our Weight","Santa Rosa, California",2014-12-23,"W.O.W  Worth Our Weight Santa Rosa California yelp",1,771,"worth-our-weight-santa-rosa"
16,"Memorable Moms","Emily's Lebanese Deli","Minneapolis, Minnesota",2014-12-24,"Emily's Lebanese Deli Minneapolis Minnesota yelp",1,772,"emilys-lebanese-delicatessen-minneapolis"
17,"Hometown Heroes","Eischen's Bar","Okarche, Oklahoma",2014-12-25,"Eischen's Bar Okarche Oklahoma yelp",1,773,"eischens-bar-okarche"
17,"Hometown Heroes","Otto's Sausage","Portland, Oregon",2014-12-25,"Otto's Sausage Portland Oregon yelp",1,774,"ottos-sausage-kitchen-and-meat-market-portland"
17,"Hometown Heroes","South 21 Drive In","Charlotte, North Carolina",2014-12-25,"South 21 Drive In Charlotte North Carolina yelp",1,775,"south-21-drive-in-charlotte-2"
17,"Hometown Heroes","Kramarczuk Sausage Company","Minneapolis, Minnesota",2014-12-25,"Kramarczuk Sausage Company Minneapolis Minnesota yelp",1,776,"kramarczuks-sausage-company-minneapolis"
18,"Pork Hall of Fame","Union Wood Shop","Clarkston, Michigan",2014-12-26,"Union Wood Shop Clarkston Michigan yelp",1,777,"union-woodshop-clarkston"
18,"Pork Hall of Fame","North End Caffe","Manhattan Beach, California",2014-12-26,"North End Caffe Manhattan Beach California yelp",1,778,"north-end-caffe-manhattan-beach-3"
1,"Fish, Fries and Feet","Flying Mango","Des Moines, Iowa",2015-01-16,"Flying Mango Des Moines Iowa yelp",1,779,"flying-mango-des-moines-3"
1,"Fish, Fries and Feet","Kelsey & Kim's Southern Cafe","Atlantic City, New Jersey",2015-01-16,"Kelsey & Kim's Southern Cafe Atlantic City New Jersey yelp",2,780,"kelsey-and-kims-southern-cafe-atlantic-city"
1,"Fish, Fries and Feet","Tacopocalypse","Des Moines, Iowa",2015-01-16,"Tacopocalypse Des Moines Iowa yelp",2,781,"tacopocalypse-des-moines"
2,"Cruisin’ the Italian Countryside","Windows On The World (Ristorante WOW)","Montecatini Terme, Italy",2015-01-23,"Windows On The World (Ristorante WOW) Montecatini Terme Italy yelp",1,782,"ristorante-w-o-w-montecatini-terme"
2,"Cruisin’ the Italian Countryside","Port Ellen Clan","Lucca, Italy",2015-01-23,"Port Ellen Clan Lucca Italy yelp",1,783,"port-ellen-clan-lucca"
2,"Cruisin’ the Italian Countryside","La Taverna dei Miracoli da Mangiafuoco","Toscana, Italy",2015-01-23,"La Taverna dei Miracoli da Mangiafuoco Toscana Italy yelp",1,784,"la-taverna-dei-miracoli-collodi"
3,"Fillin’ Up in Florence","La Cucina Del Garga","Firenze, Italy",2015-01-30,"La Cucina Del Garga Firenze Italy yelp",1,785,"la-cucina-del-garga-firenze"
3,"Fillin’ Up in Florence","Il Gusta Pizza","Firenze, Italy",2015-01-30,"Il Gusta Pizza Firenze Italy yelp",1,786,"gusta-pizza-firenze"
3,"Fillin’ Up in Florence","Fratelli Briganti","Firenze, Italy",2015-01-30,"Fratelli Briganti Firenze Italy yelp",1,787,"fratelli-briganti-firenze"
4,"Arizona All Stars","Tom's Thumb Fresh Market","Scottsdale, Arizona",2015-02-06,"Tom's Thumb Fresh Market Scottsdale Arizona yelp",1,788,"the-thumb-scottsdale"
4,"Arizona All Stars","Andreoli  Italian Grocer","Scottsdale, Arizona",2015-02-06,"Andreoli  Italian Grocer Scottsdale Arizona yelp",1,789,"andreoli-italian-grocer-scottsdale"
4,"Arizona All Stars","Paradise Valley Burger Company","Phoenix, Arizona",2015-02-06,"Paradise Valley Burger Company Phoenix Arizona yelp",1,790,"paradise-valley-burger-company-phoenix-3"
5,"Roadtrippin’","The Anchorage Tavern","Somers Point, New Jersey",2015-02-27,"The Anchorage Tavern Somers Point New Jersey yelp",1,791,"anchorage-tavern-restaurant-somers-point"
5,"Roadtrippin’","Salty's BBQ & Catering","Bakersfield, California",2015-02-27,"Salty's BBQ & Catering Bakersfield California yelp",1,792,"saltys-bbq-and-catering-bakersfield"
5,"Roadtrippin’","Sal's Gilbert Pizza","Gilbert, Arizona",2015-02-27,"Sal's Gilbert Pizza Gilbert Arizona yelp",1,793,"sals-gilbert-pizza-gilbert"
6,"From Atlantic to Pacific","KC Steakhouse","Bakersfield, California",2015-03-06,"KC Steakhouse Bakersfield California yelp",1,794,"kc-steakhouse-bakersfield-3"
6,"From Atlantic to Pacific","Grilled Cheese & Crab Cake Co.","Somers Point, New Jersey",2015-03-06,"Grilled Cheese & Crab Cake Co. Somers Point New Jersey yelp",1,795,"the-grilled-cheese-and-crab-cake-somers-point-2"
6,"From Atlantic to Pacific","Mama Roomba","Bakersfield, California",2015-03-06,"Mama Roomba Bakersfield California yelp",1,796,"mama-roomba-bakersfield"
7,"Globe Tasting","The Wild Thaiger","Phoenix, Arizona",2015-03-13,"The Wild Thaiger Phoenix Arizona yelp",1,797,"wild-thaiger-phoenix"
7,"Globe Tasting","Muertos Kitchen & Lounge","Bakersfield, California",2015-03-13,"Muertos Kitchen & Lounge Bakersfield California yelp",1,798,"muertos-kitchen-and-lounge-bakersfield-2"
7,"Globe Tasting","Carluccio's Coal Fired Pizza","Northfield, New Jersey",2015-03-13,"Carluccio's Coal Fired Pizza Northfield New Jersey yelp",1,799,"carluccios-coal-fired-pizza-northfield"
8,"Sweet, Savory and Saucy","La Santisima Gourmet Taco Shop","Bakersfield, California",2015-04-17,"La Santisima Gourmet Taco Shop Bakersfield California yelp",1,800,"la-santisima-gourmet-taco-shop-flagstaff-2"
8,"Sweet, Savory and Saucy","Moo Creamery","Bakersfield, California",2015-04-17,"Moo Creamery Bakersfield California yelp",1,801,"moo-creamery-bakersfield"
8,"Sweet, Savory and Saucy","24th Street Cafe","Bakersfield, California",2015-04-17,"24th Street Cafe Bakersfield California yelp",1,802,"24th-street-cafe-bakersfield"
NA,"All Beefed Up","Smokin Guns BBQ & Catering","Kansas City, Missouri",2015-03-09,"Smokin Guns BBQ & Catering Kansas City Missouri yelp",1,803,"smokin-guns-bbq-and-catering-north-kansas-city"
NA,"All Beefed Up","Schellville Grill","Sonoma, California",2015-03-09,"Schellville Grill Sonoma California yelp",1,804,"schellville-grill-sonoma-2"
1,"A Bowlful of Soup","Mert's Heart & Soul","Charlotte, North Carolina",2015-07-17,"Mert's Heart & Soul Charlotte North Carolina yelp",1,805,"merts-heart-and-soul-charlotte"
1,"A Bowlful of Soup","Crepe Expectations","Las Vegas, Nevada",2015-07-17,"Crepe Expectations Las Vegas Nevada yelp",1,806,"cr%25C3%25AApe-expectations-las-vegas-2"
1,"A Bowlful of Soup","Tubs Fine Chili","Culver City, California",2015-07-17,"Tubs Fine Chili Culver City California yelp",1,807,"tubs-fine-chili-culver-city"
